Issue ID,Issue Name,Category,Severity,Status,Assignee,Date Reported,Date Resolved,Impact Score,Risk Level,KPI/KRI,Department Affected
CSA-775,Visualize distributed niches,Threat Risk Assessment,Critical,In Progress,Mathew Hendricks,2024-09-17,2024-08-01,6.7,High,KPI,Legal and Compliance
CSA-776,Architect value-added e-tailers,Threat Risk Assessment,Critical,Open,John Brennan,2024-04-05,,4.4,Medium,KRI,Cloud Infrastructure
CSA-777,Scale end-to-end web-readiness,Asset Identification and Classification,Medium,Resolved,Joshua Carr,2024-09-11,2024-04-12,5.6,Medium,KPI,IT Security
CSA-778,Visualize virtual initiatives,Pen Test Review,Critical,Resolved,Dylan Phelps,2024-07-20,2024-07-22,2.2,Medium,KRI,Security and Risk
CSA-779,Embrace holistic supply-chains,Vulnerability Assessment,Medium,In Progress,Shelby Pena,2024-08-17,2024-03-04,6.7,High,KPI,Application Development
CSA-780,Re-contextualize holistic channels,Risk Assessment_2,Low,In Progress,Kevin Harris,2024-05-17,2024-01-17,5.6,High,KPI,Application Development
CSA-781,Whiteboard transparent web-readiness,Director Review_1,Medium,Open,Maria Gentry,2024-02-13,,4.9,Medium,KPI,Procurement
CSA-782,Evolve holistic portals,Risk Assessment_4,High,In Progress,Joseph Bradshaw,2024-07-16,2024-02-18,1.1,Medium,KRI,Application Development
CSA-783,Incentivize interactive metrics,Asset Identification and Classification,Low,In Progress,Kylie Gomez,2024-01-31,2024-05-29,7.6,Low,KRI,Data Privacy
CSA-784,Repurpose killer bandwidth,Penetration Testing,Medium,Open,Jennifer Freeman,2024-07-23,2024-04-19,2.7,Low,KRI,IT Security
CSA-785,Drive user-centric users,Director Review_1,Low,Resolved,Melissa Phelps,2024-10-08,,8.6,Medium,KRI,IT Security
CSA-786,Engage wireless e-tailers,Risk Assessment_5,High,In Progress,Holly Jones,2024-07-23,,8.4,High,KRI,Penetration Testing Team
CSA-787,Innovate b2b markets,Threat Risk Assessment,Medium,In Progress,Rebecca Wilson,2024-01-08,2024-01-08,2.7,Medium,KRI,Risk and Compliance
CSA-788,Incentivize web-enabled systems,Business Assessment,Low,In Progress,Shannon Williamson,2024-10-07,,3.9,Medium,KPI,Legal and Compliance
CSA-789,Engineer dot-com web-readiness,Director Review_6,Critical,Open,Andrew Jones,2024-04-19,2024-03-11,3.4,High,KPI,Cloud Infrastructure
CSA-790,Incubate proactive e-services,Director Review_4,Low,Resolved,Dominique Valdez,2024-02-05,,7.3,High,KRI,Network Operations
CSA-791,Expedite bleeding-edge synergies,Director Review_3,High,Open,Anthony Bryant,2024-08-26,,6.4,High,KPI,Procurement
CSA-792,Transform customized e-services,Director Review_4,Low,Resolved,Brittney Morris,2024-09-25,2024-03-15,7.3,High,KRI,Security and Risk
CSA-793,Incubate transparent systems,Risk Assessment_7,Medium,Open,David Pham,2024-07-01,2024-04-21,5.1,Low,KRI,HR and User Awareness
CSA-794,Leverage customized niches,Cloud Assessment,Medium,Resolved,Jessica Scott,2024-06-19,2024-03-16,3.4,Low,KRI,Procurement
CSA-795,Brand strategic networks,Director Review_4,Low,In Progress,Jeremiah Davidson,2024-03-21,,8.4,Low,KRI,Software Development
CSA-796,Integrate robust partnerships,Risk Assessment_7,Critical,In Progress,James Collins,2024-03-16,2024-08-31,6.3,Low,KRI,Security and Risk
CSA-797,Generate best-of-breed roi,Director Review_5,Low,Resolved,Sherry Haynes,2024-10-06,2024-02-14,1.8,Medium,KPI,Network Operations
CSA-798,Engage e-business technologies,Application Security Assessment,Critical,Resolved,Dale Williams,2024-09-06,2024-01-11,9.6,Low,KPI,Security and Risk
CSA-799,Iterate out-of-the-box systems,Cloud Assessment,Low,In Progress,Dana Watts,2024-05-01,2024-02-06,2.6,Low,KPI,Network Operations
CSA-800,Cultivate dynamic convergence,Risk Assessment_6,High,In Progress,Gabriel Nichols,2024-07-01,2024-08-17,2.3,Medium,KPI,Software Development
CSA-801,Incentivize e-business roi,Impact Analysis,Medium,Resolved,Glenn Ware,2024-04-29,2024-07-02,8.2,High,KRI,IT Operations
CSA-802,Deploy scalable methodologies,Director Review_1,Low,Open,Debbie Daniels,2024-04-21,2024-01-10,2.4,High,KPI,Application Development
CSA-803,Engage collaborative niches,Procurement Review,Low,Open,Ethan Young,2024-04-18,2024-04-19,4.1,Low,KRI,Risk and Compliance
CSA-804,Engage real-time action-items,Control Risk Assessment,High,Resolved,Thomas Jones,2024-02-09,,3.3,Medium,KPI,IT Security
CSA-805,Iterate bricks-and-clicks info-mediaries,Director Review_2,Low,In Progress,Pamela Thompson,2024-09-30,,7,Medium,KPI,Procurement
CSA-806,Re-contextualize synergistic solutions,Impact Analysis,High,In Progress,Paige Hoffman,2024-01-12,,7.2,High,KRI,Legal and Compliance
CSA-807,Syndicate e-business channels,Director Review_1,Critical,In Progress,Jamie Mason,2024-10-02,,2.1,Low,KRI,Network Operations
CSA-808,Benchmark cross-media paradigms,Risk Assessment_2,Medium,In Progress,Katie Mccarthy,2024-09-28,,8.9,Low,KRI,HR and User Awareness
CSA-809,Whiteboard back-end paradigms,Risk Assessment_6,Medium,In Progress,Jeremiah Mueller,2024-06-04,,2.8,High,KRI,Cloud Infrastructure
CSA-810,Exploit revolutionary architectures,Procurement Review,High,In Progress,Michael Green,2024-05-06,,4.2,High,KRI,IT Security
CSA-811,E-enable revolutionary architectures,Legal Assessment,Low,In Progress,Peggy Rogers,2024-05-10,2024-04-22,8.7,High,KPI,Security and Risk
CSA-812,Grow ubiquitous synergies,Control Risk Assessment,Medium,Resolved,Terri Bird,2024-08-29,2024-08-16,5.2,High,KPI,HR and User Awareness
CSA-813,Orchestrate intuitive e-business,Risk Assessment_1,Low,Open,Jamie Coleman,2024-02-01,,1.4,Medium,KPI,Cloud Infrastructure
CSA-814,Grow scalable technologies,Cloud Assessment,High,Open,Brandon Howard,2024-10-16,,5.5,Medium,KRI,Security and Risk
CSA-815,Innovate out-of-the-box partnerships,Procurement Review,Medium,In Progress,Matthew Williamson,2024-03-26,2024-07-01,5.3,High,KRI,Risk and Compliance
CSA-816,Drive innovative e-commerce,Business Assessment,Medium,In Progress,Bradley Reeves,2024-09-11,2024-02-16,2.4,Low,KPI,HR and User Awareness
CSA-817,Repurpose enterprise markets,Director Review_1,High,In Progress,Jon Shelton,2024-09-25,,5.5,Medium,KPI,Cloud Infrastructure
CSA-818,Strategize integrated markets,Business Assessment,High,Open,Joanna Jackson,2024-10-12,,1.3,High,KPI,Software Development
CSA-819,Optimize visionary relationships,Pen Test Review,High,Open,Larry Cruz,2024-09-10,,2.2,Medium,KPI,IT Operations
CSA-820,Harness customized communities,Legal Assessment,Low,In Progress,Steven Marshall,2024-07-10,,1.8,Medium,KRI,Software Development
CSA-821,Seize rich initiatives,Risk Assessment_3,Low,In Progress,Tracy Hooper,2024-07-15,,7.7,Low,KPI,Software Development
CSA-822,Incubate value-added paradigms,Application Security Assessment,High,In Progress,Brianna Rivas,2024-06-25,2024-10-13,3.9,Low,KPI,Procurement
CSA-823,Envisioneer efficient partnerships,Director Review_2,Low,In Progress,Courtney Mason,2024-04-05,2024-02-24,9.1,Medium,KRI,Procurement
CSA-824,Utilize virtual relationships,Director Review_5,Critical,In Progress,Veronica Nash,2024-07-08,2024-09-19,1.5,Medium,KPI,Data Privacy
CSA-825,Synergize proactive schemas,Control Risk Assessment,Low,In Progress,Christopher Jones,2024-04-14,2024-08-29,6.5,Medium,KRI,Cloud Infrastructure
CSA-826,Target synergistic paradigms,Risk Assessment_1,Critical,Resolved,Amber Munoz,2024-07-12,,5.1,High,KRI,Legal and Compliance
CSA-827,Implement robust networks,Management Assessment,Low,Resolved,Bruce Waller,2024-05-21,2024-09-16,8.3,Medium,KPI,IT Security
CSA-828,Synergize next-generation e-services,Business Assessment,Low,Resolved,Judith Roman,2024-04-28,,7.9,Medium,KPI,Penetration Testing Team
CSA-829,Architect vertical experiences,Cloud Assessment,High,In Progress,Tricia Montgomery,2024-09-11,,3,Medium,KRI,Penetration Testing Team
CSA-830,Evolve interactive metrics,Vulnerability Assessment,Low,In Progress,Daniel Atkins,2024-04-19,,3.7,High,KPI,Cloud Infrastructure
CSA-831,Reinvent out-of-the-box solutions,Risk Assessment_7,Critical,In Progress,Dr. Mark Jones,2024-03-12,,8.7,Medium,KRI,Cloud Infrastructure
CSA-832,Transform granular schemas,Legal Assessment,Low,In Progress,Craig Wolf,2024-06-25,2024-05-27,7.3,Medium,KPI,Procurement
CSA-833,Re-intermediate real-time technologies,Risk Assessment_1,Medium,Resolved,Susan Keller,2024-07-01,2024-07-11,6.7,Medium,KRI,HR and User Awareness
CSA-834,Implement ubiquitous initiatives,Director Review_5,High,In Progress,Douglas Potter,2024-07-06,,2.2,Low,KRI,Penetration Testing Team
CSA-835,Expedite interactive bandwidth,Procurement Review,High,Resolved,Douglas Martin,2024-03-05,2024-09-21,7.9,Low,KPI,Cloud Infrastructure
CSA-836,Mesh viral bandwidth,Risk Assessment_6,Critical,Open,Dennis Johns,2024-08-01,,5.1,Low,KPI,IT Security
CSA-837,Envisioneer transparent roi,Risk Assessment_3,High,Open,Michelle Swanson,2024-04-06,,4.2,Low,KRI,Procurement
CSA-838,Drive end-to-end synergies,Risk Assessment_6,Low,Resolved,Kelly Kidd,2024-06-24,,6.7,Low,KRI,Software Development
CSA-839,Engineer innovative platforms,Asset Identification and Classification,Critical,Open,Nicholas Rodriguez,2024-08-13,,8.1,Medium,KRI,IT Security
CSA-840,Engineer value-added vortals,Procurement Review,Low,Resolved,Tommy King,2024-01-31,,7.7,Medium,KRI,Penetration Testing Team
CSA-841,Engineer rich content,Pen Test Review,High,Resolved,Robert Lopez,2024-01-24,,2.3,High,KRI,HR and User Awareness
CSA-842,Reinvent killer communities,Director Review_2,Low,Open,Daniel Cortez,2024-07-27,2024-09-02,1.8,Low,KRI,Software Development
CSA-843,Mesh open-source models,Director Review_5,High,Open,Christine Smith,2024-06-26,2024-02-21,7.7,Low,KRI,IT Security
CSA-844,Utilize dot-com schemas,Procurement Review,Low,Open,Alex Fernandez,2024-03-24,,2.1,Low,KRI,HR and User Awareness
CSA-845,Matrix sticky models,Control Risk Assessment,Medium,In Progress,Ashley Watson DDS,2024-08-26,2024-08-06,6.2,Medium,KPI,Data Privacy
CSA-846,Enhance b2b eyeballs,Penetration Testing,Critical,In Progress,Bradley Brown,2024-07-13,,7.2,Low,KPI,Cloud Infrastructure
CSA-847,Benchmark b2c e-business,Director Review_1,Low,In Progress,Curtis Mckee,2024-03-06,,3.3,High,KRI,Security and Risk
CSA-848,Mesh holistic models,Business Assessment,Medium,Resolved,Stacy Davis,2024-04-15,,8.7,High,KPI,Network Operations
CSA-849,Monetize clicks-and-mortar methodologies,Application Security Assessment,Low,In Progress,Brittney Davis,2024-06-19,2024-06-14,5.7,High,KRI,Cloud Infrastructure
CSA-850,Synergize open-source interfaces,Director Review_5,Low,Resolved,Christy Paul,2024-06-25,2024-07-19,5.5,High,KRI,IT Security
CSA-851,Iterate holistic networks,Penetration Testing,Low,In Progress,Victoria Black,2024-06-03,2024-10-13,7.7,Low,KRI,IT Operations
CSA-852,Evolve magnetic relationships,Management Assessment,Low,Resolved,Megan Hernandez,2024-08-31,2024-01-03,2.3,Medium,KPI,Security and Risk
CSA-853,Deliver front-end experiences,Impact Analysis,High,Open,Sarah Smith,2024-09-12,2024-03-13,9.8,High,KRI,Software Engineering
CSA-854,Repurpose seamless technologies,Risk Assessment_1,High,In Progress,Savannah Perez,2024-04-01,2024-02-15,6.2,High,KRI,Procurement
CSA-855,Generate collaborative supply-chains,Impact Analysis,High,Resolved,Heather Chen,2024-10-14,2024-09-06,3,High,KRI,Procurement
CSA-856,Integrate world-class platforms,Risk Assessment_2,Low,In Progress,Colleen Morales,2024-07-23,2024-02-17,2.8,Low,KPI,Legal and Compliance
CSA-857,Streamline efficient info-mediaries,Procurement Review,Medium,In Progress,Emily Smith,2024-09-02,2024-05-15,8.5,Low,KRI,Software Development
CSA-858,Extend turn-key methodologies,Director Review_5,Medium,Open,Courtney Romero,2024-05-16,2024-06-15,1.1,Low,KRI,Security and Risk
CSA-859,Target killer paradigms,Threat Identification,Medium,In Progress,Kayla Diaz,2024-04-17,2024-02-21,4.2,High,KPI,Software Engineering
CSA-860,Embrace b2b users,Director Review_2,Medium,Resolved,Mark Davis,2024-03-20,2024-07-16,5.1,Low,KPI,Procurement
CSA-861,Productize robust networks,Risk Assessment_5,Low,Open,Michael Smith,2024-03-25,2024-02-05,9.8,Medium,KRI,Procurement
CSA-862,Re-intermediate web-enabled initiatives,Legal Assessment,Low,In Progress,Jessica Drake,2024-09-17,2024-09-11,5.1,Medium,KPI,Data Privacy
CSA-863,Synergize bleeding-edge roi,Impact Analysis,Low,Resolved,Dr. Steve Walker,2024-07-01,2024-03-26,5.2,Medium,KRI,HR and User Awareness
CSA-864,Benchmark real-time content,Threat Identification,Low,In Progress,Sarah Stone,2024-01-03,2024-04-20,7.5,Medium,KPI,Application Development
CSA-865,Engage frictionless relationships,Cloud Assessment,Medium,Resolved,Jimmy Norris,2024-07-12,2024-10-02,9.9,Medium,KPI,Penetration Testing Team
CSA-866,Visualize visionary web services,Risk Assessment_7,Medium,In Progress,John Morris,2024-02-27,2024-07-04,7.9,High,KPI,Penetration Testing Team
CSA-867,Grow robust metrics,Risk Assessment_5,Critical,In Progress,Allen Harmon,2024-10-19,2024-02-13,6.4,Low,KPI,Software Engineering
CSA-868,Re-contextualize collaborative models,Risk Assessment_3,Low,Resolved,Kristen Brown,2024-07-19,2024-02-28,1.7,Low,KRI,IT Security
CSA-869,Maximize synergistic synergies,Risk Assessment_1,Low,Open,Kevin Wilson,2024-08-03,,3.6,High,KRI,Risk and Compliance
CSA-870,Harness ubiquitous roi,Vulnerability Assessment,Low,In Progress,Thomas Moore,2024-04-14,,3.3,High,KRI,Procurement
CSA-871,Scale frictionless supply-chains,Application Security Assessment,Low,Resolved,Monica Ramirez,2024-06-29,2024-10-15,9.5,High,KRI,Network Operations
CSA-872,Orchestrate enterprise synergies,Risk Assessment_2,Medium,Open,Richard Hughes,2024-07-09,,2,Low,KRI,IT Security
CSA-873,Aggregate next-generation communities,Impact Analysis,Low,Resolved,Michelle Espinoza,2024-10-03,,6.1,Low,KRI,Software Development
CSA-874,Empower impactful bandwidth,Application Security Assessment,Critical,Open,Anthony Wood,2024-07-20,2024-09-13,4.4,Low,KPI,Software Development
CSA-875,Aggregate bricks-and-clicks content,Penetration Testing,Medium,In Progress,Michael Fuentes,2024-09-14,2024-03-15,6,Low,KPI,HR and User Awareness
CSA-876,Maximize interactive mindshare,Director Review_2,Critical,Resolved,Joseph Nixon,2024-05-31,,5.3,High,KPI,Software Development
CSA-877,Re-intermediate transparent schemas,Risk Assessment_3,Medium,In Progress,Bethany Kirby,2024-02-22,,7.7,High,KRI,Application Development
CSA-878,Leverage customized deliverables,Risk Assessment_7,Medium,Open,Edward Berry,2024-02-18,2024-07-26,1.8,Medium,KRI,Cloud Infrastructure
CSA-879,Harness virtual platforms,Director Review_6,Low,In Progress,Margaret Bell,2024-05-20,,7.6,High,KRI,Network Operations
CSA-880,Enable seamless e-markets,Risk Assessment_4,Medium,Open,Nicholas Santana,2024-04-19,,8,Low,KRI,Software Engineering
CSA-881,Engineer magnetic convergence,Director Review_1,Critical,Resolved,Amanda Fernandez,2024-02-22,,8.4,High,KRI,Network Operations
CSA-882,Grow turn-key portals,Director Review_5,Low,Open,Shawn Campos,2024-02-28,2024-02-16,2.1,High,KRI,HR and User Awareness
CSA-883,Matrix wireless roi,Director Review_5,Low,Resolved,Jacob Barnes,2024-06-16,2024-04-30,9.3,Medium,KPI,IT Security
CSA-884,Expedite rich metrics,Pen Test Review,Medium,Resolved,Christina Jones,2024-09-25,2024-06-09,3.6,High,KRI,Risk and Compliance
CSA-885,Re-contextualize next-generation channels,Director Review_5,High,Open,Brittany Aguilar,2024-04-15,2024-06-02,2.1,High,KRI,IT Operations
CSA-886,Aggregate granular e-services,Director Review_4,Low,In Progress,Mr. Melvin Vazquez,2024-02-24,2024-03-15,9.6,Medium,KRI,Security and Risk
CSA-887,Facilitate frictionless bandwidth,Risk Assessment_2,High,Open,George Sawyer,2024-01-05,2024-04-13,8.3,Medium,KPI,Network Operations
CSA-888,Repurpose plug-and-play web services,Asset Identification and Classification,Low,Open,Melinda Carey,2024-06-11,,2.5,Low,KPI,Penetration Testing Team
CSA-889,Repurpose world-class e-markets,Threat Risk Assessment,Medium,Open,Jill Coleman,2024-08-06,,6.6,Low,KRI,IT Operations
CSA-890,Morph intuitive vortals,Director Review_1,Low,In Progress,Walter Tucker,2024-10-10,,5,Medium,KPI,HR and User Awareness
CSA-891,Whiteboard collaborative systems,Management Assessment,Critical,Open,Amanda Fowler,2024-07-06,,2.8,Low,KPI,IT Security
CSA-892,Enable open-source e-business,Penetration Testing,Medium,Open,Christopher Quinn,2024-08-01,,3.6,High,KRI,Penetration Testing Team
CSA-893,Incentivize 24/7 synergies,Application Security Assessment,High,In Progress,Dr. Vanessa Carlson,2024-02-26,2024-09-07,4.1,Low,KPI,Penetration Testing Team
CSA-894,Integrate killer partnerships,Asset Identification and Classification,Low,In Progress,Nicole Torres,2024-06-11,2024-03-04,6.3,Low,KRI,Procurement
CSA-895,Disintermediate customized architectures,Penetration Testing,Low,Resolved,Michael Lee,2024-07-18,2024-04-15,4.3,Low,KPI,HR and User Awareness
CSA-896,Cultivate wireless interfaces,Risk Assessment_7,High,Open,Brian Harrison,2024-08-18,2024-07-02,6.8,Low,KPI,Risk and Compliance
CSA-897,Enhance extensible convergence,Impact Analysis,Low,Open,Manuel Perez,2024-10-03,,5.9,Medium,KRI,Cloud Infrastructure
CSA-898,Benchmark seamless supply-chains,Risk Assessment_2,Critical,Open,Jill Davis,2024-05-07,2024-03-24,1.9,Medium,KRI,Cloud Infrastructure
CSA-899,Aggregate impactful action-items,Management Assessment,Low,Resolved,Sherri Galvan,2024-05-02,2024-06-03,4.9,Medium,KPI,IT Security
CSA-900,Leverage intuitive metrics,Business Assessment,Critical,Resolved,Annette Lee,2024-09-28,,9.8,High,KPI,Software Engineering
CSA-901,Grow granular vortals,Director Review_3,Medium,Resolved,Cassie Jones,2024-08-26,,9.8,High,KPI,Penetration Testing Team
CSA-902,Evolve synergistic functionalities,Management Assessment,Medium,Resolved,Christopher Stewart,2024-06-21,2024-01-15,2.4,Medium,KRI,Penetration Testing Team
CSA-903,Harness efficient paradigms,Impact Analysis,High,Open,Troy Kelley,2024-02-10,2024-05-08,8.6,High,KRI,Cloud Infrastructure
CSA-904,Syndicate collaborative relationships,Application Security Assessment,Low,In Progress,Kenneth Gomez,2024-04-29,,9,Medium,KRI,Penetration Testing Team
CSA-905,Extend revolutionary technologies,Director Review_3,Medium,Resolved,Suzanne Estrada,2024-07-23,2024-06-26,9.4,High,KRI,Data Privacy
CSA-906,Deploy leading-edge technologies,Director Review_6,Critical,Open,Eric Salinas,2024-06-30,2024-02-23,2.3,Low,KRI,Cloud Infrastructure
CSA-907,Visualize vertical infrastructures,Cloud Assessment,High,Resolved,Veronica Lewis,2024-07-10,2024-02-18,9.9,Low,KPI,Penetration Testing Team
CSA-908,Visualize e-business partnerships,Risk Assessment_1,Medium,Open,Laura Warren,2024-03-13,2024-07-15,2,Medium,KPI,IT Operations
CSA-909,E-enable end-to-end partnerships,Vulnerability Assessment,Critical,Resolved,Michael Wilson,2024-05-28,,8.1,Medium,KPI,IT Security
CSA-910,Mesh b2c e-markets,Risk Assessment_1,Critical,Open,Eric Garcia,2024-07-07,,1.8,Low,KPI,HR and User Awareness
CSA-911,Extend frictionless applications,Impact Analysis,High,Resolved,Mark Zimmerman,2024-02-08,,2.5,High,KPI,Network Operations
CSA-912,Scale leading-edge users,Cloud Assessment,Medium,In Progress,Adam Wilson,2024-01-09,,7.4,Medium,KRI,Software Development
CSA-913,Mesh front-end relationships,Vulnerability Assessment,Critical,In Progress,Tyrone Delacruz,2024-02-16,2024-06-11,6.1,High,KRI,HR and User Awareness
CSA-914,Empower bricks-and-clicks action-items,Risk Assessment_2,Critical,Open,Angela Jenkins,2024-05-09,,9,Medium,KRI,Software Engineering
CSA-915,Re-contextualize value-added content,Cloud Assessment,High,In Progress,Sharon Ayers,2024-02-04,2024-08-03,7.2,Medium,KPI,IT Operations
CSA-916,Syndicate open-source relationships,Director Review_5,Low,In Progress,Kimberly Vasquez,2024-06-09,2024-06-03,6.5,Low,KPI,IT Security
CSA-917,Enable value-added e-markets,Director Review_4,Critical,In Progress,Maria Rogers,2024-05-25,2024-05-20,7.8,Medium,KRI,Risk and Compliance
CSA-918,Exploit synergistic e-markets,Risk Assessment_2,Medium,Resolved,Philip Hunt,2024-05-24,,8.6,Low,KPI,Risk and Compliance
CSA-919,Engineer back-end e-business,Risk Assessment_7,Low,In Progress,Alan Gardner,2024-02-22,,3.9,High,KRI,Penetration Testing Team
CSA-920,Empower leading-edge e-tailers,Director Review_2,Critical,Resolved,Lucas Bowman,2024-02-10,2024-04-02,8.8,Medium,KRI,Penetration Testing Team
CSA-921,Whiteboard seamless portals,Penetration Testing,Low,Open,Joyce Griffin,2024-09-06,,7.7,High,KPI,Data Privacy
CSA-922,Unleash out-of-the-box interfaces,Risk Assessment_7,Critical,Open,Amber Palmer,2024-07-15,2024-04-05,1.5,Low,KRI,Software Engineering
CSA-923,Re-intermediate user-centric initiatives,Director Review_1,Low,In Progress,Sharon Franklin,2024-04-11,2024-06-16,4.1,High,KRI,Network Operations
CSA-924,Monetize global e-tailers,Risk Assessment_3,High,Open,Kenneth Nelson,2024-05-15,2024-07-31,8.7,Medium,KPI,HR and User Awareness
CSA-925,Facilitate turn-key content,Risk Assessment_7,Low,Resolved,Jacqueline Duran,2024-02-19,2024-04-11,6.8,High,KRI,Legal and Compliance
CSA-926,Re-intermediate impactful markets,Vulnerability Assessment,Critical,Resolved,Lori Pierce,2024-02-17,,3.1,High,KPI,Cloud Infrastructure
CSA-927,Reinvent interactive mindshare,Asset Identification and Classification,High,Resolved,Jamie Thompson,2024-07-02,,6.3,Low,KRI,Data Privacy
CSA-928,Visualize back-end eyeballs,Director Review_6,High,Open,Travis Patel,2024-07-09,,9.4,High,KPI,IT Operations
CSA-929,Repurpose cross-media e-tailers,Director Review_5,High,In Progress,Joseph Jones,2024-05-17,,7.6,Low,KPI,IT Operations
CSA-930,Architect granular action-items,Director Review_2,Medium,Resolved,Lori Wilson,2024-10-04,,7.3,Medium,KPI,IT Operations
CSA-931,Streamline granular convergence,Penetration Testing,Low,In Progress,Garrett Long,2024-03-26,,1.4,High,KPI,Risk and Compliance
CSA-932,Architect b2b web services,Risk Assessment_2,Low,Open,Mary Lopez,2024-04-09,2024-09-15,7.7,Medium,KRI,IT Security
CSA-933,Redefine strategic technologies,Application Security Assessment,Medium,Open,Deanna Garcia,2024-09-02,2024-04-08,6.7,Medium,KPI,Security and Risk
CSA-934,Streamline rich interfaces,Risk Assessment_6,Low,Open,Ian Moore,2024-06-15,2024-04-08,9.5,Medium,KRI,Network Operations
CSA-935,Evolve next-generation web-readiness,Procurement Review,High,Open,Gregory Morris,2024-03-16,,9.2,Medium,KRI,Data Privacy
CSA-936,Mesh frictionless content,Director Review_5,High,Resolved,Mary Smith,2024-05-24,2024-10-07,3.1,Medium,KPI,IT Operations
CSA-937,Seize web-enabled platforms,Management Assessment,Medium,In Progress,Richard Cooper,2024-09-14,,6.2,High,KPI,Penetration Testing Team
CSA-938,Aggregate bricks-and-clicks communities,Control Risk Assessment,Low,In Progress,Lisa Rios,2024-07-18,,9.1,High,KPI,Procurement
CSA-939,Harness cross-platform bandwidth,Risk Assessment_2,Medium,In Progress,Elizabeth Wilson,2024-02-24,,6.1,High,KRI,Data Privacy
CSA-940,Reinvent leading-edge action-items,Control Risk Assessment,Critical,In Progress,Patrick Crosby,2024-09-10,2024-09-22,1,Medium,KPI,HR and User Awareness
CSA-941,Grow robust e-tailers,Risk Assessment_7,High,Open,Mark Kelly,2024-08-16,,9.8,Low,KRI,Network Operations
CSA-942,Mesh end-to-end info-mediaries,Risk Assessment_7,Critical,Open,Donald Shields,2024-08-29,2024-06-07,4.5,High,KPI,Procurement
CSA-943,Expedite bricks-and-clicks e-markets,Director Review_1,Low,Open,David Robinson DDS,2024-02-21,,9.9,High,KRI,Risk and Compliance
CSA-944,Engage scalable applications,Risk Assessment_2,Low,In Progress,Tami Curtis,2024-02-13,,1.2,High,KRI,Software Engineering
CSA-945,Repurpose customized convergence,Director Review_3,Medium,Resolved,Jordan Hubbard,2024-10-08,,7,High,KPI,Network Operations
CSA-946,Evolve killer technologies,Director Review_2,Medium,In Progress,Raven Buck,2024-04-18,2024-10-18,1.1,Low,KPI,Legal and Compliance
CSA-947,Implement ubiquitous eyeballs,Risk Assessment_1,Medium,Resolved,Debra Thompson,2024-03-27,,3.9,High,KPI,IT Operations
CSA-948,Unleash clicks-and-mortar synergies,Director Review_6,High,Open,Connor Espinoza,2024-06-15,,5.5,High,KPI,HR and User Awareness
CSA-949,Embrace synergistic applications,Legal Assessment,Low,In Progress,Heidi Mayer,2024-03-10,2024-08-05,7.2,Low,KPI,Cloud Infrastructure
CSA-950,Embrace magnetic roi,Control Risk Assessment,Critical,Resolved,Anthony Leon,2024-04-15,,7.1,High,KRI,Risk and Compliance
CSA-951,Morph strategic metrics,Vulnerability Assessment,Medium,Open,Christie Becker,2024-07-10,2024-04-06,9.6,Medium,KRI,IT Security
CSA-952,Disintermediate sticky e-services,Impact Analysis,Medium,In Progress,Stacey Norton,2024-04-20,2024-01-22,2.7,Medium,KPI,Data Privacy
CSA-953,Synergize real-time content,Vulnerability Assessment,Low,Resolved,Gregory Hines,2024-06-08,,7.7,Low,KRI,IT Security
CSA-954,Revolutionize value-added functionalities,Director Review_1,Low,In Progress,Jason Webb,2024-06-30,2024-08-24,8.9,Medium,KRI,Application Development
CSA-955,Unleash efficient channels,Risk Assessment_2,Low,Open,Amy Ford,2024-04-06,,2.1,High,KRI,Data Privacy
CSA-956,Generate real-time paradigms,Impact Analysis,Medium,Resolved,Shelby Yang,2024-07-25,2024-05-15,9.6,Medium,KRI,Data Privacy
CSA-957,Scale wireless eyeballs,Director Review_6,Medium,Resolved,Cheryl Durham,2024-05-17,2024-07-11,6.4,High,KPI,Security and Risk
CSA-958,Re-contextualize best-of-breed e-business,Director Review_4,High,Resolved,Shawn Moran,2024-01-31,2024-09-26,5.6,High,KRI,Application Development
CSA-959,Grow magnetic architectures,Management Assessment,Critical,In Progress,Joshua Wagner,2024-02-26,2024-03-05,4.3,High,KRI,Software Engineering
CSA-960,Iterate leading-edge partnerships,Risk Assessment_3,Low,In Progress,Deanna Harris,2024-04-24,2024-01-05,2.2,Low,KPI,Penetration Testing Team
CSA-961,Redefine value-added interfaces,Cloud Assessment,Low,Resolved,Karen Salinas,2024-08-26,2024-08-12,4.7,Medium,KRI,Risk and Compliance
CSA-962,Unleash holistic e-services,Management Assessment,Critical,Resolved,Jennifer Mcgrath,2024-09-30,,2,Low,KPI,IT Operations
CSA-963,Redefine dot-com synergies,Risk Assessment_5,Low,Resolved,Leslie Francis,2024-01-27,2024-02-21,9.7,High,KPI,Software Development
CSA-964,Generate turn-key markets,Cloud Assessment,Low,Resolved,Pamela Palmer,2024-08-21,,9.3,High,KPI,HR and User Awareness
CSA-965,Utilize robust convergence,Risk Assessment_5,Medium,Open,Jason Moody,2024-03-20,,2.6,Medium,KRI,Software Engineering
CSA-966,Morph intuitive content,Threat Identification,Critical,Resolved,Taylor Lopez,2024-02-14,,9.6,High,KRI,Legal and Compliance
CSA-967,Expedite scalable relationships,Procurement Review,Low,Resolved,Makayla Martin,2024-07-15,2024-01-03,2.4,High,KPI,Procurement
